time,o,h,l,c,volume,complete
2017-01-02 23:00:00,1.04684,1.04711,1.04567,1.04575,974,True
2017-01-03 00:00:00,1.04577,1.04712,1.04572,1.04662,481,True
2017-01-03 01:00:00,1.04665,1.04808,1.04646,1.04758,664,True
2017-01-03 02:00:00,1.04761,1.0478,1.04709,1.04721,392,True
2017-01-03 03:00:00,1.04718,1.04848,1.04715,1.04848,394,True
2017-01-03 04:00:00,1.04852,1.04898,1.0482,1.04884,285,True
2017-01-03 05:00:00,1.04886,1.04902,1.04816,1.04824,250,True
2017-01-03 06:00:00,1.04821,1.04892,1.04813,1.04882,368,True
2017-01-03 07:00:00,1.04885,1.04888,1.04536,1.04602,1639,True
2017-01-03 08:00:00,1.04606,1.04658,1.04207,1.04353,2830,True
2017-01-03 09:00:00,1.04356,1.04365,1.04002,1.04017,2456,True
2017-01-03 10:00:00,1.04015,1.04166,1.0396,1.03966,1781,True
2017-01-03 11:00:00,1.03964,1.03996,1.03812,1.03942,1787,True
2017-01-03 12:00:00,1.0394,1.03944,1.03752,1.03892,1735,True
2017-01-03 13:00:00,1.03894,1.03919,1.03818,1.03914,1320,True
2017-01-03 14:00:00,1.03912,1.04081,1.03848,1.03894,1396,True
2017-01-03 15:00:00,1.03894,1.03902,1.03406,1.03844,5116,True
2017-01-03 16:00:00,1.03846,1.04338,1.03786,1.04154,4713,True
2017-01-03 17:00:00,1.04152,1.04284,1.04101,1.04271,1054,True
2017-01-03 18:00:00,1.04269,1.04319,1.04136,1.0415,1095,True
2017-01-03 19:00:00,1.04148,1.0415,1.04054,1.04107,820,True
2017-01-03 20:00:00,1.0411,1.04173,1.0402,1.04021,943,True
2017-01-03 21:00:00,1.04018,1.0407,1.04018,1.0405,320,True
2017-01-03 22:00:00,1.04061,1.0413,1.0404,1.04093,414,True
2017-01-03 23:00:00,1.04094,1.0424,1.04094,1.04177,679,True
2017-01-04 00:00:00,1.04175,1.0418,1.03922,1.03946,1053,True
2017-01-04 01:00:00,1.03948,1.04022,1.03899,1.03936,1234,True
2017-01-04 02:00:00,1.03934,1.04064,1.03934,1.04056,842,True
2017-01-04 03:00:00,1.04054,1.04082,1.03979,1.04054,562,True
2017-01-04 04:00:00,1.04052,1.04095,1.04026,1.04026,376,True
2017-01-04 05:00:00,1.04028,1.04092,1.04018,1.04068,306,True
2017-01-04 06:00:00,1.04066,1.04146,1.03993,1.04061,622,True
2017-01-04 07:00:00,1.04063,1.04214,1.04056,1.04173,1372,True
2017-01-04 08:00:00,1.04176,1.04404,1.04153,1.04338,2308,True
2017-01-04 09:00:00,1.04335,1.04456,1.04282,1.04382,1835,True
2017-01-04 10:00:00,1.04379,1.0444,1.04272,1.04325,1721,True
2017-01-04 11:00:00,1.04328,1.04452,1.04274,1.04316,1572,True
2017-01-04 12:00:00,1.04312,1.04414,1.04236,1.04338,1619,True
2017-01-04 13:00:00,1.0434,1.04464,1.0428,1.04392,1783,True
2017-01-04 14:00:00,1.0439,1.04638,1.04368,1.04622,2858,True
2017-01-04 15:00:00,1.04625,1.04811,1.04536,1.04762,3061,True
2017-01-04 16:00:00,1.04765,1.04917,1.04715,1.04753,2124,True
2017-01-04 17:00:00,1.04751,1.04838,1.04694,1.04717,1025,True
2017-01-04 18:00:00,1.04719,1.04825,1.04677,1.04784,676,True
2017-01-04 19:00:00,1.04784,1.05,1.0452,1.04665,4638,True
2017-01-04 20:00:00,1.04663,1.04872,1.04639,1.04863,1252,True
2017-01-04 21:00:00,1.0486,1.04953,1.0481,1.04892,569,True
2017-01-04 22:00:00,1.04887,1.04916,1.04828,1.04873,411,True
2017-01-04 23:00:00,1.04876,1.05014,1.04808,1.04969,584,True
2017-01-05 00:00:00,1.04972,1.05406,1.04964,1.05406,3422,True
2017-01-05 01:00:00,1.05408,1.05411,1.05098,1.05196,1909,True
2017-01-05 02:00:00,1.05194,1.0529,1.05113,1.0515,1105,True
2017-01-05 03:00:00,1.05148,1.05272,1.0514,1.05204,968,True
2017-01-05 04:00:00,1.05206,1.05289,1.05178,1.05264,581,True
2017-01-05 05:00:00,1.05262,1.05636,1.05239,1.05417,1891,True
2017-01-05 06:00:00,1.05415,1.0575,1.05408,1.05668,1880,True
2017-01-05 07:00:00,1.05664,1.05686,1.05432,1.05596,3017,True
2017-01-05 08:00:00,1.05594,1.05702,1.0505,1.05153,4262,True
2017-01-05 09:00:00,1.0515,1.05236,1.05018,1.05046,2342,True
2017-01-05 10:00:00,1.05044,1.05136,1.04878,1.04887,1627,True
2017-01-05 11:00:00,1.04884,1.05012,1.04827,1.04936,1569,True
2017-01-05 12:00:00,1.04934,1.05182,1.0492,1.05013,1772,True
2017-01-05 13:00:00,1.05017,1.05426,1.04938,1.05305,5007,True
2017-01-05 14:00:00,1.05302,1.05512,1.0528,1.05454,3267,True
2017-01-05 15:00:00,1.05458,1.06088,1.05364,1.06026,7067,True
2017-01-05 16:00:00,1.06029,1.06153,1.05859,1.05988,4896,True
2017-01-05 17:00:00,1.0599,1.06012,1.05919,1.05984,1580,True
2017-01-05 18:00:00,1.05988,1.06074,1.05908,1.06,1422,True
2017-01-05 19:00:00,1.05998,1.0601,1.05872,1.0592,961,True
2017-01-05 20:00:00,1.05922,1.05994,1.05884,1.05992,708,True
2017-01-05 21:00:00,1.05994,1.06098,1.05994,1.06069,379,True
2017-01-05 22:00:00,1.06026,1.06084,1.0599,1.06021,515,True
2017-01-05 23:00:00,1.06024,1.06134,1.06024,1.06039,565,True
2017-01-06 00:00:00,1.06037,1.0607,1.05854,1.05903,1443,True
2017-01-06 01:00:00,1.05905,1.05918,1.05758,1.05838,1719,True
2017-01-06 02:00:00,1.0584,1.05935,1.05796,1.05875,933,True
2017-01-06 03:00:00,1.05872,1.05922,1.05802,1.05887,683,True
2017-01-06 04:00:00,1.05884,1.05912,1.05781,1.05804,678,True
2017-01-06 05:00:00,1.05808,1.05834,1.05768,1.05827,601,True
2017-01-06 06:00:00,1.05825,1.05882,1.05751,1.05792,666,True
2017-01-06 07:00:00,1.05789,1.05908,1.05744,1.05843,1615,True
2017-01-06 08:00:00,1.05841,1.0598,1.05814,1.05936,1416,True
2017-01-06 09:00:00,1.05939,1.06086,1.05868,1.06006,1707,True
2017-01-06 10:00:00,1.0601,1.06076,1.05899,1.06061,1369,True
2017-01-06 11:00:00,1.06059,1.06059,1.05837,1.05862,991,True
2017-01-06 12:00:00,1.0586,1.05867,1.0571,1.05799,1224,True
2017-01-06 13:00:00,1.05802,1.06224,1.05395,1.05442,9932,True
2017-01-06 14:00:00,1.05444,1.05692,1.05355,1.05586,4836,True
2017-01-06 15:00:00,1.0558,1.0583,1.05491,1.0573,3387,True
2017-01-06 16:00:00,1.05733,1.05827,1.05512,1.05588,2318,True
2017-01-06 17:00:00,1.0559,1.05618,1.05358,1.05497,1487,True
2017-01-06 18:00:00,1.05499,1.0552,1.05254,1.05258,1066,True
2017-01-06 19:00:00,1.0526,1.05344,1.05251,1.05312,704,True
2017-01-06 20:00:00,1.05314,1.05356,1.05279,1.05343,552,True
2017-01-06 21:00:00,1.0534,1.05354,1.053,1.05323,300,True
2017-01-08 22:00:00,1.05304,1.05346,1.05294,1.05326,261,True
2017-01-08 23:00:00,1.05326,1.05362,1.0526,1.05298,487,True
2017-01-09 00:00:00,1.05299,1.05358,1.05221,1.05352,664,True
2017-01-09 01:00:00,1.05348,1.05445,1.05345,1.0542,705,True
2017-01-09 02:00:00,1.05422,1.05424,1.05327,1.05327,368,True
2017-01-09 03:00:00,1.05324,1.05347,1.05264,1.05298,431,True
2017-01-09 04:00:00,1.053,1.053,1.05238,1.05266,282,True
2017-01-09 05:00:00,1.05264,1.05322,1.05166,1.0524,604,True
2017-01-09 06:00:00,1.05238,1.05366,1.05193,1.05327,509,True
2017-01-09 07:00:00,1.05329,1.0541,1.05294,1.05375,1363,True
2017-01-09 08:00:00,1.05377,1.05562,1.05347,1.05482,1881,True
2017-01-09 09:00:00,1.0548,1.05522,1.05234,1.05242,2440,True
2017-01-09 10:00:00,1.05239,1.05254,1.0511,1.05184,1805,True
2017-01-09 11:00:00,1.05182,1.05328,1.05125,1.05246,2427,True
2017-01-09 12:00:00,1.05244,1.05314,1.05202,1.05218,1396,True
2017-01-09 13:00:00,1.05222,1.0542,1.05128,1.05348,2355,True
2017-01-09 14:00:00,1.05351,1.05488,1.05245,1.05306,2915,True
2017-01-09 15:00:00,1.05303,1.0564,1.05285,1.0555,2434,True
2017-01-09 16:00:00,1.05552,1.05829,1.05545,1.05754,2481,True
2017-01-09 17:00:00,1.05756,1.05788,1.05615,1.0571,1246,True
2017-01-09 18:00:00,1.05706,1.05776,1.05636,1.05642,788,True
2017-01-09 19:00:00,1.0564,1.05782,1.05623,1.0578,661,True
2017-01-09 20:00:00,1.05782,1.05784,1.0558,1.05688,870,True
2017-01-09 21:00:00,1.0569,1.0575,1.05671,1.05713,234,True
2017-01-09 22:00:00,1.05795,1.05894,1.05736,1.05843,620,True
2017-01-09 23:00:00,1.05848,1.05892,1.05828,1.0586,385,True
2017-01-10 00:00:00,1.05858,1.05995,1.05844,1.059,911,True
2017-01-10 01:00:00,1.05902,1.0595,1.05759,1.05788,1124,True
2017-01-10 02:00:00,1.05786,1.0612,1.05761,1.06068,2018,True
2017-01-10 03:00:00,1.0607,1.06274,1.06045,1.06158,2247,True
2017-01-10 04:00:00,1.06156,1.06194,1.06074,1.06084,1194,True
2017-01-10 05:00:00,1.06082,1.06143,1.0603,1.06098,1134,True
2017-01-10 06:00:00,1.06094,1.06158,1.05937,1.05952,1137,True
2017-01-10 07:00:00,1.05954,1.06035,1.05894,1.05982,1949,True
2017-01-10 08:00:00,1.0598,1.06203,1.0587,1.06037,3154,True
2017-01-10 09:00:00,1.0604,1.06068,1.05903,1.05964,1892,True
2017-01-10 10:00:00,1.05966,1.06,1.05802,1.05913,1611,True
2017-01-10 11:00:00,1.05911,1.05911,1.05772,1.05785,1189,True
2017-01-10 12:00:00,1.05782,1.05849,1.05624,1.0569,1805,True
2017-01-10 13:00:00,1.05687,1.05768,1.05588,1.05748,1747,True
2017-01-10 14:00:00,1.05746,1.06046,1.05696,1.05956,2749,True
2017-01-10 15:00:00,1.05954,1.06024,1.05713,1.05936,2611,True
2017-01-10 16:00:00,1.05934,1.05982,1.05682,1.05718,2626,True
2017-01-10 17:00:00,1.05716,1.05753,1.05511,1.05613,1357,True
2017-01-10 18:00:00,1.0561,1.05646,1.05562,1.05588,919,True
2017-01-10 19:00:00,1.0559,1.05632,1.05552,1.05582,766,True
2017-01-10 20:00:00,1.0558,1.05624,1.05561,1.05618,400,True
2017-01-10 21:00:00,1.05616,1.05616,1.0554,1.05543,200,True
2017-01-10 22:00:00,1.05553,1.05612,1.0554,1.05564,356,True
2017-01-10 23:00:00,1.05564,1.05564,1.0551,1.05523,288,True
2017-01-11 00:00:00,1.0552,1.05633,1.05515,1.05578,719,True
2017-01-11 01:00:00,1.0558,1.05661,1.05498,1.0558,1020,True
2017-01-11 02:00:00,1.05584,1.05608,1.0543,1.05464,984,True
2017-01-11 03:00:00,1.05461,1.05502,1.05364,1.05454,957,True
2017-01-11 04:00:00,1.05457,1.05506,1.05408,1.05506,806,True
2017-01-11 05:00:00,1.05504,1.05526,1.05459,1.05499,599,True
2017-01-11 06:00:00,1.05503,1.05668,1.055,1.05625,805,True
2017-01-11 07:00:00,1.05622,1.05632,1.05532,1.05583,1361,True
2017-01-11 08:00:00,1.0558,1.05598,1.05462,1.0558,1486,True
2017-01-11 09:00:00,1.05578,1.05586,1.05304,1.05354,1321,True
2017-01-11 10:00:00,1.05357,1.05362,1.05158,1.05222,1240,True
2017-01-11 11:00:00,1.05225,1.05251,1.05134,1.05192,1150,True
2017-01-11 12:00:00,1.0519,1.05207,1.05001,1.05017,1627,True
2017-01-11 13:00:00,1.0502,1.05155,1.04942,1.05132,2051,True
2017-01-11 14:00:00,1.0513,1.05158,1.0478,1.04808,2678,True
2017-01-11 15:00:00,1.04809,1.0482,1.04539,1.04742,3544,True
2017-01-11 16:00:00,1.04744,1.05412,1.04584,1.04994,10428,True
2017-01-11 17:00:00,1.04996,1.05728,1.04726,1.05586,10320,True
2017-01-11 18:00:00,1.05588,1.0623,1.05546,1.06038,11044,True
2017-01-11 19:00:00,1.06041,1.06142,1.05708,1.05766,4473,True
2017-01-11 20:00:00,1.05768,1.05778,1.05644,1.05731,1800,True
2017-01-11 21:00:00,1.05734,1.05848,1.05734,1.05824,455,True
2017-01-11 22:00:00,1.05818,1.05842,1.05782,1.05836,408,True
2017-01-11 23:00:00,1.05836,1.05992,1.0578,1.05943,569,True
2017-01-12 00:00:00,1.05946,1.05974,1.05716,1.05821,1584,True
2017-01-12 01:00:00,1.05818,1.05931,1.05761,1.0584,1472,True
2017-01-12 02:00:00,1.05838,1.06099,1.0583,1.05987,1969,True
2017-01-12 03:00:00,1.0599,1.0614,1.0594,1.06113,1451,True
2017-01-12 04:00:00,1.0611,1.06126,1.05988,1.06,1002,True
2017-01-12 05:00:00,1.06002,1.06116,1.0595,1.06113,781,True
2017-01-12 06:00:00,1.06115,1.06388,1.0605,1.06378,1812,True
2017-01-12 07:00:00,1.06375,1.0643,1.06275,1.06295,2787,True
2017-01-12 08:00:00,1.06298,1.06646,1.06276,1.06434,3829,True
2017-01-12 09:00:00,1.06432,1.06452,1.06276,1.06412,3052,True
2017-01-12 10:00:00,1.0641,1.06429,1.06198,1.06381,2180,True
2017-01-12 11:00:00,1.06383,1.06524,1.06375,1.06524,1627,True
2017-01-12 12:00:00,1.06522,1.06848,1.06515,1.06744,2702,True
2017-01-12 13:00:00,1.06747,1.06826,1.06436,1.06526,3617,True
2017-01-12 14:00:00,1.06528,1.0659,1.06326,1.06586,3688,True
2017-01-12 15:00:00,1.06584,1.06757,1.06376,1.06526,4544,True
2017-01-12 16:00:00,1.06529,1.06678,1.0648,1.06658,3586,True
2017-01-12 17:00:00,1.06655,1.06688,1.06456,1.06485,1660,True
2017-01-12 18:00:00,1.06488,1.06519,1.06306,1.06418,2123,True
2017-01-12 19:00:00,1.06416,1.06428,1.06215,1.06266,1686,True
2017-01-12 20:00:00,1.06264,1.06293,1.06108,1.06232,1515,True
2017-01-12 21:00:00,1.06234,1.0625,1.06118,1.06126,264,True
2017-01-12 22:00:00,1.06146,1.06196,1.0612,1.06124,628,True
2017-01-12 23:00:00,1.06128,1.06166,1.06068,1.0616,469,True
2017-01-13 00:00:00,1.06156,1.06183,1.0605,1.06095,952,True
2017-01-13 01:00:00,1.06098,1.06198,1.06084,1.06164,1004,True
2017-01-13 02:00:00,1.06162,1.0619,1.06038,1.06054,902,True
2017-01-13 03:00:00,1.06057,1.06122,1.06042,1.0608,639,True
2017-01-13 04:00:00,1.06077,1.06175,1.06056,1.06175,382,True
2017-01-13 05:00:00,1.06173,1.06173,1.06126,1.0617,363,True
2017-01-13 06:00:00,1.06173,1.06302,1.06144,1.06296,873,True
2017-01-13 07:00:00,1.06294,1.0641,1.06241,1.06312,1951,True
2017-01-13 08:00:00,1.06314,1.06437,1.0625,1.06342,2217,True
2017-01-13 09:00:00,1.06344,1.0651,1.06277,1.06442,1304,True
2017-01-13 10:00:00,1.06444,1.06544,1.06408,1.06442,1222,True
2017-01-13 11:00:00,1.0644,1.06576,1.06438,1.06458,1135,True
2017-01-13 12:00:00,1.0646,1.06587,1.06432,1.06451,1201,True
2017-01-13 13:00:00,1.06454,1.06739,1.06206,1.06454,5661,True
2017-01-13 14:00:00,1.06457,1.06525,1.06014,1.0605,5462,True
2017-01-13 15:00:00,1.06054,1.06296,1.05962,1.06229,4631,True
2017-01-13 16:00:00,1.06231,1.06312,1.06121,1.06243,2497,True
2017-01-13 17:00:00,1.06246,1.06417,1.06224,1.06374,1764,True
2017-01-13 18:00:00,1.06376,1.06442,1.06296,1.06322,1155,True
2017-01-13 19:00:00,1.06319,1.0653,1.06302,1.06438,1093,True
2017-01-13 20:00:00,1.0644,1.06476,1.06357,1.0637,1026,True
2017-01-13 21:00:00,1.06368,1.06451,1.06368,1.06434,425,True
2017-01-15 22:00:00,1.06051,1.06317,1.06051,1.0623,675,True
2017-01-15 23:00:00,1.0623,1.06356,1.06218,1.06276,696,True
2017-01-16 00:00:00,1.06275,1.06347,1.06245,1.0629,756,True
2017-01-16 01:00:00,1.06292,1.06306,1.06162,1.06208,858,True
2017-01-16 02:00:00,1.06206,1.06274,1.06108,1.06216,1257,True
2017-01-16 03:00:00,1.0622,1.06231,1.06064,1.06108,771,True
2017-01-16 04:00:00,1.06106,1.06154,1.0605,1.06151,688,True
2017-01-16 05:00:00,1.06148,1.06226,1.06114,1.06208,1015,True
2017-01-16 06:00:00,1.06205,1.06298,1.06174,1.06182,1074,True
2017-01-16 07:00:00,1.06179,1.06226,1.06045,1.06137,1623,True
2017-01-16 08:00:00,1.06136,1.06174,1.05796,1.05831,2884,True
2017-01-16 09:00:00,1.05834,1.05978,1.05806,1.059,2130,True
2017-01-16 10:00:00,1.05896,1.05958,1.05833,1.05862,1272,True
2017-01-16 11:00:00,1.05859,1.05982,1.05794,1.0594,1362,True
2017-01-16 12:00:00,1.05936,1.05986,1.05856,1.05909,1106,True
2017-01-16 13:00:00,1.05912,1.06011,1.059,1.05928,890,True
2017-01-16 14:00:00,1.05931,1.06088,1.05898,1.06065,1125,True
2017-01-16 15:00:00,1.06067,1.06082,1.05928,1.0606,1215,True
2017-01-16 16:00:00,1.06062,1.06083,1.0591,1.06003,1053,True
2017-01-16 17:00:00,1.06,1.06086,1.05976,1.06043,362,True
2017-01-16 18:00:00,1.06046,1.06052,1.05973,1.05995,286,True
2017-01-16 19:00:00,1.05992,1.06052,1.05983,1.06026,414,True
2017-01-16 20:00:00,1.06028,1.06048,1.05966,1.05991,951,True
2017-01-16 21:00:00,1.05988,1.06049,1.05982,1.06006,1243,True
2017-01-16 22:00:00,1.06006,1.06044,1.05978,1.05988,229,True
2017-01-16 23:00:00,1.05984,1.06076,1.05982,1.06026,352,True
2017-01-17 00:00:00,1.06026,1.06188,1.06024,1.06062,1016,True
2017-01-17 01:00:00,1.06064,1.06108,1.0601,1.06028,792,True
2017-01-17 02:00:00,1.06025,1.06214,1.06025,1.06204,895,True
2017-01-17 03:00:00,1.062,1.06304,1.06147,1.06246,730,True
2017-01-17 04:00:00,1.06242,1.06434,1.0623,1.06402,1155,True
2017-01-17 05:00:00,1.064,1.06594,1.064,1.06574,1241,True
2017-01-17 06:00:00,1.06572,1.06657,1.0647,1.0655,1625,True
2017-01-17 07:00:00,1.06547,1.06585,1.06402,1.06546,2127,True
2017-01-17 08:00:00,1.06549,1.06716,1.06544,1.0663,2868,True
2017-01-17 09:00:00,1.06633,1.06819,1.0655,1.06786,2619,True
2017-01-17 10:00:00,1.06785,1.0682,1.06578,1.06798,2151,True
2017-01-17 11:00:00,1.068,1.07194,1.06796,1.07096,4766,True
2017-01-17 12:00:00,1.07098,1.07126,1.06836,1.06836,5297,True
2017-01-17 13:00:00,1.0684,1.06934,1.06675,1.06918,5501,True
2017-01-17 14:00:00,1.06916,1.07167,1.06898,1.07151,5362,True
2017-01-17 15:00:00,1.07153,1.07164,1.0691,1.06948,4075,True
2017-01-17 16:00:00,1.06944,1.07128,1.06896,1.06946,2269,True
2017-01-17 17:00:00,1.06948,1.07072,1.06936,1.06992,1264,True
2017-01-17 18:00:00,1.06994,1.07036,1.06946,1.07034,732,True
2017-01-17 19:00:00,1.07036,1.07132,1.07032,1.0709,1259,True
2017-01-17 20:00:00,1.07092,1.07108,1.07009,1.0705,661,True
2017-01-17 21:00:00,1.07048,1.07142,1.07048,1.07138,294,True
2017-01-17 22:00:00,1.07114,1.07157,1.07088,1.0711,340,True
2017-01-17 23:00:00,1.07106,1.0713,1.0696,1.06968,460,True
2017-01-18 00:00:00,1.06966,1.07095,1.06955,1.07092,900,True
2017-01-18 01:00:00,1.07095,1.07124,1.06917,1.06989,1082,True
2017-01-18 02:00:00,1.06987,1.06987,1.06886,1.06934,1018,True
2017-01-18 03:00:00,1.06936,1.07004,1.06931,1.06978,692,True
2017-01-18 04:00:00,1.06976,1.07,1.06934,1.06978,605,True
2017-01-18 05:00:00,1.06974,1.07003,1.06812,1.06846,890,True
2017-01-18 06:00:00,1.06848,1.06916,1.06786,1.06803,859,True
2017-01-18 07:00:00,1.06806,1.06855,1.0676,1.0678,1356,True
2017-01-18 08:00:00,1.06782,1.07046,1.06764,1.06914,2058,True
2017-01-18 09:00:00,1.06912,1.06964,1.0685,1.06958,1326,True
2017-01-18 10:00:00,1.06954,1.06964,1.06798,1.06858,1461,True
2017-01-18 11:00:00,1.06854,1.06884,1.06792,1.06871,1071,True
2017-01-18 12:00:00,1.06868,1.06886,1.0665,1.06658,1130,True
2017-01-18 13:00:00,1.0666,1.06736,1.06553,1.06685,2951,True
2017-01-18 14:00:00,1.06688,1.06894,1.0665,1.06842,2520,True
2017-01-18 15:00:00,1.0684,1.0703,1.06806,1.06952,2898,True
2017-01-18 16:00:00,1.06954,1.06962,1.06768,1.06826,1996,True
2017-01-18 17:00:00,1.06824,1.06918,1.06755,1.0683,1274,True
2017-01-18 18:00:00,1.06832,1.06835,1.06638,1.06666,1237,True
2017-01-18 19:00:00,1.06666,1.06725,1.06607,1.0672,915,True
2017-01-18 20:00:00,1.06723,1.06726,1.06303,1.06382,4535,True
2017-01-18 21:00:00,1.0638,1.06388,1.06288,1.06293,568,True
2017-01-18 22:00:00,1.06314,1.06354,1.06294,1.06336,406,True
2017-01-18 23:00:00,1.0634,1.06354,1.06244,1.0628,561,True
2017-01-19 00:00:00,1.06278,1.06344,1.06223,1.06256,913,True
2017-01-19 01:00:00,1.06258,1.06328,1.06232,1.0628,982,True
2017-01-19 02:00:00,1.06278,1.06421,1.06272,1.06376,986,True
2017-01-19 03:00:00,1.06373,1.06455,1.06349,1.06388,831,True
2017-01-19 04:00:00,1.06386,1.0643,1.06372,1.06409,436,True
2017-01-19 05:00:00,1.06406,1.0641,1.06325,1.06394,636,True
2017-01-19 06:00:00,1.06392,1.06439,1.06334,1.06422,619,True
2017-01-19 07:00:00,1.0642,1.0647,1.06326,1.0642,1853,True
2017-01-19 08:00:00,1.06417,1.06554,1.06378,1.06552,2248,True
2017-01-19 09:00:00,1.06548,1.06706,1.06524,1.06608,2224,True
2017-01-19 10:00:00,1.0661,1.06628,1.06535,1.06559,1295,True
2017-01-19 11:00:00,1.06556,1.06651,1.06534,1.06642,946,True
2017-01-19 12:00:00,1.0664,1.06692,1.06576,1.0669,1513,True
2017-01-19 13:00:00,1.06687,1.06766,1.0603,1.06194,7563,True
2017-01-19 14:00:00,1.06196,1.06229,1.05896,1.0591,6662,True
2017-01-19 15:00:00,1.05912,1.0622,1.05895,1.06093,4765,True
2017-01-19 16:00:00,1.06095,1.0637,1.06095,1.063,3666,True
2017-01-19 17:00:00,1.06296,1.06336,1.06148,1.06322,2021,True
2017-01-19 18:00:00,1.0632,1.06414,1.06185,1.06266,1913,True
2017-01-19 19:00:00,1.06264,1.06604,1.06257,1.06599,2126,True
2017-01-19 20:00:00,1.06596,1.06694,1.06552,1.06606,1641,True
2017-01-19 21:00:00,1.06604,1.06662,1.06574,1.06644,328,True
2017-01-19 22:00:00,1.06626,1.06663,1.06576,1.06583,580,True
2017-01-19 23:00:00,1.06587,1.06622,1.06563,1.06594,467,True
2017-01-20 00:00:00,1.06592,1.0662,1.06524,1.06539,697,True
2017-01-20 01:00:00,1.06536,1.06878,1.06536,1.06816,1372,True
2017-01-20 02:00:00,1.06812,1.06839,1.06749,1.06774,797,True
2017-01-20 03:00:00,1.06776,1.06936,1.06776,1.06852,872,True
2017-01-20 04:00:00,1.06848,1.0686,1.06782,1.06804,470,True
2017-01-20 05:00:00,1.06801,1.06815,1.06715,1.06725,689,True
2017-01-20 06:00:00,1.06727,1.0686,1.06727,1.06828,838,True
2017-01-20 07:00:00,1.06826,1.06923,1.06712,1.06721,1606,True
2017-01-20 08:00:00,1.06718,1.06837,1.0661,1.06635,2006,True
2017-01-20 09:00:00,1.06637,1.0667,1.06424,1.06463,1919,True
2017-01-20 10:00:00,1.0646,1.06474,1.06279,1.06372,1543,True
2017-01-20 11:00:00,1.06374,1.06414,1.06288,1.06386,1245,True
2017-01-20 12:00:00,1.06384,1.06466,1.06262,1.06277,1249,True
2017-01-20 13:00:00,1.06274,1.06576,1.06252,1.06567,2151,True
2017-01-20 14:00:00,1.06564,1.06668,1.0652,1.0655,2243,True
2017-01-20 15:00:00,1.06552,1.06836,1.06552,1.06788,3009,True
2017-01-20 16:00:00,1.06786,1.06831,1.06642,1.06792,2245,True
2017-01-20 17:00:00,1.0679,1.06954,1.06636,1.06749,9985,True
2017-01-20 18:00:00,1.06747,1.06834,1.0666,1.06815,2619,True
2017-01-20 19:00:00,1.06812,1.07096,1.06805,1.07052,2892,True
2017-01-20 20:00:00,1.07048,1.07062,1.06896,1.06962,1975,True
2017-01-20 21:00:00,1.06965,1.07052,1.06922,1.07012,447,True
2017-01-22 22:00:00,1.07014,1.07063,1.07014,1.07038,172,True
2017-01-22 23:00:00,1.07034,1.0717,1.07034,1.07128,1101,True
2017-01-23 00:00:00,1.07132,1.07298,1.07095,1.0724,1284,True
2017-01-23 01:00:00,1.07238,1.0745,1.07216,1.07444,1104,True
2017-01-23 02:00:00,1.0744,1.07463,1.0739,1.07456,1156,True
2017-01-23 03:00:00,1.07454,1.07498,1.07426,1.0744,634,True
2017-01-23 04:00:00,1.07438,1.0746,1.0737,1.07372,459,True
2017-01-23 05:00:00,1.0737,1.07482,1.07352,1.07482,755,True
2017-01-23 06:00:00,1.07485,1.0755,1.074,1.07421,1183,True
2017-01-23 07:00:00,1.07418,1.0754,1.074,1.07424,2084,True
2017-01-23 08:00:00,1.07426,1.07494,1.0726,1.07278,2029,True
2017-01-23 09:00:00,1.07282,1.0733,1.07231,1.0726,1215,True
2017-01-23 10:00:00,1.07258,1.0745,1.07258,1.07377,1289,True
2017-01-23 11:00:00,1.0738,1.0739,1.07264,1.07296,1385,True
2017-01-23 12:00:00,1.07295,1.07438,1.07275,1.07345,1322,True
2017-01-23 13:00:00,1.07342,1.07378,1.07096,1.07302,2428,True
2017-01-23 14:00:00,1.073,1.07334,1.07064,1.07256,4793,True
2017-01-23 15:00:00,1.07258,1.07521,1.07258,1.07478,3688,True
2017-01-23 16:00:00,1.07476,1.07484,1.07268,1.07399,3143,True
2017-01-23 17:00:00,1.07396,1.07422,1.072,1.0727,1791,True
2017-01-23 18:00:00,1.07273,1.0737,1.07252,1.0736,1078,True
2017-01-23 19:00:00,1.07362,1.075,1.07362,1.07461,921,True
2017-01-23 20:00:00,1.07459,1.07518,1.07414,1.07434,542,True
2017-01-23 21:00:00,1.07437,1.07695,1.07428,1.0764,887,True
2017-01-23 22:00:00,1.07672,1.07724,1.07618,1.07724,531,True
2017-01-23 23:00:00,1.0772,1.0772,1.07583,1.0759,413,True
2017-01-24 00:00:00,1.07588,1.0762,1.07542,1.07601,851,True
2017-01-24 01:00:00,1.076,1.07601,1.07452,1.07544,1245,True
2017-01-24 02:00:00,1.07546,1.07669,1.07542,1.07588,771,True
2017-01-24 03:00:00,1.07584,1.0771,1.07559,1.076,875,True
2017-01-24 04:00:00,1.07601,1.07627,1.07494,1.07514,755,True
2017-01-24 05:00:00,1.07516,1.07599,1.07484,1.07553,673,True
2017-01-24 06:00:00,1.0755,1.07568,1.07378,1.07411,934,True
2017-01-24 07:00:00,1.0741,1.07499,1.07338,1.07381,1574,True
2017-01-24 08:00:00,1.07378,1.07529,1.07374,1.07478,1599,True
2017-01-24 09:00:00,1.07475,1.07519,1.07351,1.07404,1989,True
2017-01-24 10:00:00,1.07406,1.07441,1.07286,1.07298,977,True
